Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name	Gene type
ENSG00000116133	55315306	55352891	1	DHCR24	protein_coding
ENSG00000117640	26145131	26159432	1	MTFR1L	protein_coding
ENSG00000143001	55446465	55457966	1	TMEM61	protein_coding
ENSG00000092978	217600334	217804424	1	GPATCH2	protein_coding
ENSG00000162399	55464606	55476556	1	BSND	protein_coding
ENSG00000169174	55505221	55530525	1	PCSK9	protein_coding
ENSG00000248333	1570603	1590473	1	CDK11B	protein_coding
ENSG00000143416	151336778	151345209	1	SELENBP1	protein_coding
ENSG00000162814	217804666	218045038	1	SPATA17	protein_coding
ENSG00000067533	218458629	218511325	1	RRP15	protein_coding
ENSG00000092969	218519577	218617961	1	TGFB2	protein_coding
ENSG00000162402	55532032	55680786	1	USP24	protein_coding
ENSG00000143353	219347186	219386207	1	LYPLAL1	protein_coding
ENSG00000196660	219858769	220131989	1	SLC30A10	protein_coding
ENSG00000162407	56960419	57110974	1	PPAP2B	protein_coding
ENSG00000127423	26158414	26185903	1	AUNIP	protein_coding
ENSG00000182749	26187701	26197744	1	PAQR7	protein_coding
ENSG00000162409	57110995	57181008	1	PRKAA2	protein_coding
ENSG00000117632	26210672	26233482	1	STMN1	protein_coding
ENSG00000136628	220141943	220220000	1	EPRS	protein_coding
ENSG00000159377	151372010	151374420	1	PSMB4	protein_coding
ENSG00000189339	1592939	1624167	1	SLC35E2B	protein_coding
ENSG00000187889	57184477	57285369	1	C1orf168	protein_coding
ENSG00000158006	26286258	26324648	1	PAFAH2	protein_coding
ENSG00000157131	57320479	57383894	1	C8A	protein_coding
ENSG00000021852	57394883	57431813	1	C8B	protein_coding
ENSG00000158008	26346375	26362955	1	EXTL1	protein_coding
ENSG00000008128	1634169	1655766	1	CDK11A	protein_coding
ENSG00000162813	220230824	220263804	1	BPNT1	protein_coding
ENSG00000173406	57460451	59012406	1	DAB1	protein_coding
ENSG00000067704	220267444	220321380	1	IARS2	protein_coding
ENSG00000158014	26363743	26372624	1	SLC30A2	protein_coding
ENSG00000162600	58881056	59012474	1	OMA1	protein_coding
ENSG00000158022	26377795	26394927	1	TRIM63	protein_coding
ENSG00000184292	59041099	59043166	1	TACSTD2	protein_coding
ENSG00000175087	26437664	26452034	1	PDIK1L	protein_coding
ENSG00000197245	26485511	26489119	1	FAM110D	protein_coding
ENSG00000162601	59120411	59165764	1	MYSM1	protein_coding
ENSG00000142684	26496362	26498551	1	ZNF593	protein_coding
ENSG00000118873	220321635	220445796	1	RAB3GAP2	protein_coding
ENSG00000177606	59246465	59249785	1	JUN	protein_coding
ENSG00000143442	151375200	151431941	1	POGZ	protein_coding
ENSG00000142675	26503894	26516377	1	CNKSR1	protein_coding
ENSG00000172456	59762310	60233347	1	FGGY	protein_coding
ENSG00000134709	60280458	60342050	1	HOOK1	protein_coding
ENSG00000116141	220701568	220837803	1	MARK1	protein_coding
ENSG00000215790	1656277	1677431	1	SLC35E2	protein_coding
ENSG00000134716	60358980	60392462	1	CYP2J2	protein_coding
ENSG00000162817	220863187	220872499	1	C1orf115	protein_coding
ENSG00000117791	220921567	220958150	1	MARC2	protein_coding
ENSG00000143375	151482986	151511168	1	CGN	protein_coding
ENSG00000186205	220960101	220987735	1	MARC1	protein_coding
ENSG00000162598	60452941	60539442	1	C1orf87	protein_coding
ENSG00000136630	221051699	221058401	1	HLX	protein_coding
ENSG00000143507	221874766	221915518	1	DUSP10	protein_coding
ENSG00000143512	222695602	222721445	1	HHIPL2	protein_coding
ENSG00000162599	61330931	61928465	1	NFIA	protein_coding
ENSG00000143498	222731244	222763275	1	TAF1A	protein_coding
ENSG00000143367	151512781	151556059	1	TUFT1	protein_coding
ENSG00000162604	62146718	62191095	1	TM2D1	protein_coding
ENSG00000188782	26517052	26529459	1	CATSPER4	protein_coding
ENSG00000130695	26560691	26605299	1	CEP85	protein_coding
ENSG00000154305	222791428	222841354	1	MIA3	protein_coding
ENSG00000142669	26605667	26608007	1	SH3BGRL3	protein_coding
ENSG00000132849	62208149	62629592	1	INADL	protein_coding
ENSG00000143376	151584541	151671567	1	SNX27	protein_coding
ENSG00000158062	26607819	26644854	1	UBXN11	protein_coding
ENSG00000008130	1682671	1711896	1	NADK	protein_coding
ENSG00000186063	222841355	222886552	1	AIDA	protein_coding
ENSG00000159409	151674880	151689290	1	CELF3	protein_coding
ENSG00000162819	222885895	222908538	1	BROX	protein_coding
ENSG00000240563	62660503	62678000	1	L1TD1	protein_coding
ENSG00000078369	1716729	1822495	1	GNB1	protein_coding
ENSG00000132854	62702651	62785085	1	KANK4	protein_coding
ENSG00000197520	222910549	222924147	1	FAM177B	protein_coding
ENSG00000169885	1846266	1848735	1	CALML6	protein_coding
ENSG00000154309	222988406	223179337	1	DISP1	protein_coding
ENSG00000178821	1849029	1850712	1	TMEM52	protein_coding
ENSG00000162607	62901968	62917475	1	USP1	protein_coding
ENSG00000187554	223282748	223316624	1	TLR5	protein_coding
ENSG00000142609	1853396	1935276	1	C1orf222	protein_coding
ENSG00000178796	151682909	151702281	1	RIIAD1	protein_coding
ENSG00000143502	223394161	223537544	1	SUSD4	protein_coding
ENSG00000187730	1950780	1962192	1	GABRD	protein_coding
ENSG00000169442	26644448	26647014	1	CD52	protein_coding
ENSG00000143436	151732119	151736040	1	MRPL9	protein_coding
ENSG00000176092	26648350	26680621	1	AIM1L	protein_coding
ENSG00000178395	223566715	223568812	1	C1orf65	protein_coding
ENSG00000203697	223711349	223853436	1	CAPN8	protein_coding
ENSG00000116641	62920399	63153969	1	DOCK7	protein_coding
ENSG00000067606	1981909	2116834	1	PRKCZ	protein_coding
ENSG00000176083	26688125	26701013	1	ZNF683	protein_coding
ENSG00000143450	151735445	151743808	1	OAZ3	protein_coding
ENSG00000131914	26737269	26756213	1	LIN28A	protein_coding
ENSG00000162909	223889295	223963720	1	CAPN2	protein_coding
ENSG00000117682	26758773	26797785	1	DHDDS	protein_coding
ENSG00000143514	223967601	224033674	1	TP53BP2	protein_coding
ENSG00000182134	151742583	151763892	1	TDRKH	protein_coding
ENSG00000132855	63063158	63071830	1	ANGPTL3	protein_coding
ENSG00000125703	63249806	63331184	1	ATG4C	protein_coding
ENSG00000143756	224301789	224349749	1	FBXO28	protein_coding
ENSG00000162585	2115903	2144159	1	C1orf86	protein_coding
ENSG00000143753	224363458	224381143	1	DEGS1	protein_coding
ENSG00000187140	63788730	63790797	1	FOXD3	protein_coding
ENSG00000088035	63833261	63904233	1	ALG6	protein_coding
ENSG00000198830	26798941	26802463	1	HMGN2	protein_coding
ENSG00000213171	151772740	151778630	1	LINGO4	protein_coding
ENSG00000157933	2160134	2241558	1	SKI	protein_coding
ENSG00000143748	224415036	224518089	1	NVL	protein_coding
ENSG00000142856	63906441	64059392	1	ITGB3BP	protein_coding
ENSG00000143365	151778547	151804348	1	RORC	protein_coding
ENSG00000116151	2252692	2323146	1	MORN1	protein_coding
ENSG00000117676	26856252	26901521	1	RPS6KA1	protein_coding
ENSG00000203965	63989043	64038364	1	EFCAB7	protein_coding
ENSG00000225556	151810295	151813033	1	C2CD4D	protein_coding
ENSG00000196407	151819739	151826173	1	THEM5	protein_coding
ENSG00000143771	224544552	224567161	1	CNIH4	protein_coding
ENSG00000159445	151846060	151882284	1	THEM4	protein_coding
ENSG00000157916	2323267	2336883	1	RER1	protein_coding
ENSG00000079739	64058947	64125916	1	PGM1	protein_coding
ENSG00000197747	151955391	151966866	1	S100A10	protein_coding
ENSG00000163191	152004982	152020383	1	S100A11	protein_coding
ENSG00000182898	152056620	152061540	1	TCHHL1	protein_coding
ENSG00000162923	224572845	224624735	1	WDR26	protein_coding
ENSG00000159450	152078793	152086556	1	TCHH	protein_coding
ENSG00000185483	64239693	64647181	1	ROR1	protein_coding
ENSG00000215853	152126071	152131704	1	RPTN	protein_coding
ENSG00000157911	2336236	2345236	1	PEX10	protein_coding
ENSG00000197915	152184558	152196669	1	HRNR	protein_coding
ENSG00000177414	64669310	64733051	1	UBE2U	protein_coding
ENSG00000143631	152274651	152297679	1	FLG	protein_coding
ENSG00000143520	152321211	152332482	1	FLG2	protein_coding
ENSG00000158966	64936428	65158741	1	CACHD1	protein_coding
ENSG00000143536	152381719	152386739	1	CRNN	protein_coding
ENSG00000186207	152483320	152484653	1	LCE5A	protein_coding
ENSG00000143786	224622362	224928251	1	CNIH3	protein_coding
ENSG00000169509	152486978	152488486	1	CRCT1	protein_coding
ENSG00000185966	152538130	152539248	1	LCE3E	protein_coding
ENSG00000163202	152551857	152552980	1	LCE3D	protein_coding
ENSG00000244057	152573138	152573562	1	LCE3C	protein_coding
ENSG00000149527	2357419	2436969	1	PLCH2	protein_coding
ENSG00000187238	152586287	152586574	1	LCE3B	protein_coding
ENSG00000185962	152595310	152595579	1	LCE3A	protein_coding
ENSG00000187223	152635872	152637135	1	LCE2D	protein_coding
ENSG00000162437	65210778	65298915	1	RAVER2	protein_coding
ENSG00000159455	152647771	152659877	1	LCE2B	protein_coding
ENSG00000187180	152647771	152649050	1	LCE2C	protein_coding
ENSG00000187173	152670840	152671918	1	LCE2A	protein_coding
ENSG00000187170	152680636	152681967	1	LCE4A	protein_coding
ENSG00000198854	152691998	152692905	1	C1orf68	protein_coding
ENSG00000117713	27022524	27108595	1	ARID1A	protein_coding
ENSG00000162434	65298912	65432187	1	JAK1	protein_coding
ENSG00000203786	152730506	152734529	1	KPRP	protein_coding
ENSG00000240386	152748848	152749445	1	LCE1F	protein_coding
ENSG00000186226	152758690	152760902	1	LCE1E	protein_coding
ENSG00000172155	152769227	152770657	1	LCE1D	protein_coding
ENSG00000197084	152777311	152779107	1	LCE1C	protein_coding
ENSG00000196734	152784447	152785585	1	LCE1B	protein_coding
ENSG00000186844	152799949	152800573	1	LCE1A	protein_coding
ENSG00000185842	225083964	225586996	1	DNAH14	protein_coding
ENSG00000235942	152815344	152816459	1	LCE6A	protein_coding
ENSG00000163206	152850793	152857523	1	SMCP	protein_coding
ENSG00000162433	65613232	65697828	1	AK4	protein_coding
ENSG00000163207	152881021	152884362	1	IVL	protein_coding
ENSG00000184148	152943142	152945050	1	SPRR4	protein_coding
ENSG00000169474	152956557	152958289	1	SPRR1A	protein_coding
ENSG00000163209	152974223	152976332	1	SPRR3	protein_coding
ENSG00000116675	65713902	65881552	1	DNAJC6	protein_coding
ENSG00000169469	153003678	153005376	1	SPRR1B	protein_coding
ENSG00000163216	153012201	153014407	1	SPRR2D	protein_coding
ENSG00000241794	153028589	153030013	1	SPRR2A	protein_coding
ENSG00000143815	225589204	225616627	1	LBR	protein_coding
ENSG00000196805	153042700	153113927	1	SPRR2B	protein_coding
ENSG00000203785	153065611	153078660	1	SPRR2E	protein_coding
ENSG00000157881	2439972	2458039	1	PANK4	protein_coding
ENSG00000244094	153084590	153085991	1	SPRR2F	protein_coding
ENSG00000159516	153122058	153123345	1	SPRR2G	protein_coding
ENSG00000203784	153175919	153177596	1	LELP1	protein_coding
ENSG00000060642	27113963	27124889	1	PIGV	protein_coding
ENSG00000203783	153190060	153191793	1	PRR9	protein_coding
ENSG00000154380	225674537	225840844	1	ENAH	protein_coding
ENSG00000203782	153232176	153234598	1	LOR	protein_coding
ENSG00000116678	65886248	66107242	1	LEPR	protein_coding
ENSG00000204160	27153201	27184093	1	ZDHHC18	protein_coding
ENSG00000159527	153270338	153283194	1	PGLYRP3	protein_coding
ENSG00000197921	2460184	2461684	1	HES5	protein_coding
ENSG00000163218	153302596	153321316	1	PGLYRP4	protein_coding
ENSG00000157873	2487078	2496821	1	TNFRSF14	protein_coding
ENSG00000143742	225965531	225978168	1	SRP9	protein_coding
ENSG00000213625	65886270	65901690	1	LEPROT	protein_coding
ENSG00000143819	225997794	226033260	1	EPHX1	protein_coding
ENSG00000163220	153330330	153333503	1	S100A9	protein_coding
ENSG00000163221	153346184	153348125	1	S100A12	protein_coding
ENSG00000143546	153362508	153363664	1	S100A8	protein_coding
ENSG00000196187	226033237	226070069	1	TMEM63A	protein_coding
ENSG00000184330	153389000	153395701	1	S100A7A	protein_coding
ENSG00000175793	27189633	27190947	1	SFN	protein_coding
ENSG00000184588	66258197	66840259	1	PDE4B	protein_coding
ENSG00000142751	27202624	27216788	1	GPN2	protein_coding
ENSG00000197364	153409534	153412425	1	S100A7L2	protein_coding
ENSG00000143556	153430220	153433177	1	S100A7	protein_coding
ENSG00000198746	27216979	27226957	1	GPATCH3	protein_coding
ENSG00000197956	153507075	153508720	1	S100A6	protein_coding
ENSG00000196420	153509623	153514241	1	S100A5	protein_coding
ENSG00000090273	27226729	27273353	1	NUDC	protein_coding
ENSG00000243709	226073982	226099082	1	LEFTY1	protein_coding
ENSG00000196154	153516089	153522612	1	S100A4	protein_coding
ENSG00000143811	226107578	226111978	1	PYCR2	protein_coding
ENSG00000188015	153519805	153521848	1	S100A3	protein_coding
ENSG00000131910	27237980	27240457	1	NR0B2	protein_coding
ENSG00000175707	27276053	27286897	1	C1orf172	protein_coding
ENSG00000253368	27320198	27327389	1	TRNP1	protein_coding
ENSG00000143768	226124298	226129189	1	LEFTY2	protein_coding
ENSG00000196754	153533584	153540366	1	S100A2	protein_coding
ENSG00000157870	2517930	2522908	1	FAM213B	protein_coding
ENSG00000158246	27331511	27339327	1	FAM46B	protein_coding
ENSG00000118473	66999066	67213982	1	SGIP1	protein_coding
ENSG00000143751	226170403	226187032	1	SDE2	protein_coding
ENSG00000090020	27425306	27493472	1	SLC9A1	protein_coding
ENSG00000188643	153579362	153585621	1	S100A16	protein_coding
ENSG00000163041	226249552	226259702	1	H3F3A	protein_coding
ENSG00000189334	153586731	153589462	1	S100A14	protein_coding
ENSG00000142606	2522078	2564481	1	MMEL1	protein_coding
ENSG00000182827	226332380	226374431	1	ACBD3	protein_coding
ENSG00000152760	67218142	67244470	1	TCTEX1D1	protein_coding
ENSG00000189171	153591263	153606568	1	S100A13	protein_coding
ENSG00000185155	226411319	226414755	1	MIXL1	protein_coding
ENSG00000172410	67263424	67266939	1	INSL5	protein_coding
ENSG00000160678	153600402	153604513	1	S100A1	protein_coding
ENSG00000183814	226418850	226497570	1	LIN9	protein_coding
ENSG00000152763	67278568	67390570	1	WDR78	protein_coding
ENSG00000160679	153606525	153618782	1	CHTOP	protein_coding
ENSG00000143799	226548392	226595780	1	PARP1	protein_coding
ENSG00000142784	27561007	27635110	1	WDTC1	protein_coding
ENSG00000215912	2567415	2718286	1	TTC34	protein_coding
ENSG00000143553	153631130	153634306	1	SNAPIN	protein_coding
ENSG00000169717	2938046	2939465	1	ACTRT2	protein_coding
ENSG00000203685	226736501	226796915	1	C1orf95	protein_coding
ENSG00000142611	2985732	3355185	1	PRDM16	protein_coding
ENSG00000143772	226819391	226927024	1	ITPKB	protein_coding
ENSG00000143621	153634512	153643524	1	ILF2	protein_coding
ENSG00000186501	27648651	27662891	1	TMEM222	protein_coding
ENSG00000143801	227057885	227083806	1	PSEN2	protein_coding
ENSG00000198160	67390578	67454302	1	MIER1	protein_coding
ENSG00000163050	227085237	227175246	1	ADCK3	protein_coding
ENSG00000142765	27668513	27680421	1	SYTL1	protein_coding
ENSG00000130762	3370990	3397677	1	ARHGEF16	protein_coding
ENSG00000116704	67465015	67519782	1	SLC35D1	protein_coding
ENSG00000169418	153651113	153666468	1	NPR1	protein_coding
ENSG00000162591	3406484	3528059	1	MEGF6	protein_coding
ENSG00000203963	67557848	67697536	1	C1orf141	protein_coding
ENSG00000162594	67632083	67725662	1	IL23R	protein_coding
ENSG00000142733	27681675	27693383	1	MAP3K6	protein_coding
ENSG00000158109	3541566	3546691	1	TPRG1L	protein_coding
ENSG00000116213	3547331	3569325	1	WRAP73	protein_coding
ENSG00000142748	27695603	27701315	1	FCN3	protein_coding
ENSG00000081985	67773047	67862583	1	IL12RB2	protein_coding
ENSG00000143624	153700543	153746555	1	INTS3	protein_coding
ENSG00000174950	27705666	27709870	1	CD164L2	protein_coding
ENSG00000143776	227177566	227506175	1	CDC42BPA	protein_coding
ENSG00000181773	27719148	27722318	1	GPR3	protein_coding
ENSG00000158195	27730730	27816669	1	WASF2	protein_coding
ENSG00000142864	67873493	67896098	1	SERBP1	protein_coding
ENSG00000116717	68150744	68154021	1	GADD45A	protein_coding
ENSG00000172380	68167149	68299150	1	GNG12	protein_coding
ENSG00000162595	68511645	68517314	1	DIRAS3	protein_coding
ENSG00000181450	227751244	227865144	1	ZNF678	protein_coding
ENSG00000126705	27860546	27930942	1	AHDC1	protein_coding
ENSG00000143740	227916240	227968927	1	SNAP47	protein_coding
ENSG00000143554	153746830	153752633	1	SLC27A3	protein_coding
ENSG00000078900	3569084	3652765	1	TP73	protein_coding
ENSG00000081692	227918126	227923112	1	JMJD4	protein_coding
ENSG00000000938	27938575	27961788	1	FGR	protein_coding
ENSG00000116729	68564142	68698803	1	WLS	protein_coding
ENSG00000185888	228003394	228034171	1	PRSS38	protein_coding
ENSG00000143816	228106357	228135599	1	WNT9A	protein_coding
ENSG00000143614	153777201	153895451	1	GATAD2B	protein_coding
ENSG00000154342	228194752	228248961	1	WNT3A	protein_coding
ENSG00000143761	228270361	228286912	1	ARF1	protein_coding
ENSG00000126709	27992572	27998729	1	IFI6	protein_coding
ENSG00000116745	68894505	68915642	1	RPE65	protein_coding
ENSG00000198837	153901977	153919172	1	DENND4B	protein_coding
ENSG00000143793	228288427	228293112	1	C1orf35	protein_coding
ENSG00000024526	68939835	68962904	1	DEPDC1	protein_coding
ENSG00000162592	3668962	3688209	1	CCDC27	protein_coding
ENSG00000009780	28052490	28089633	1	FAM76A	protein_coding
ENSG00000160741	153920145	153931101	1	CRTC2	protein_coding
ENSG00000162910	228294380	228297013	1	MRPL55	protein_coding
ENSG00000033122	70034081	70617628	1	LRRC7	protein_coding
ENSG00000235169	3689352	3692546	1	SMIM1	protein_coding
ENSG00000130764	3696784	3713068	1	LRRC47	protein_coding
ENSG00000116198	3728645	3773778	1	CEP104	protein_coding
ENSG00000066557	70610488	70671303	1	LRRC40	protein_coding
ENSG00000117758	28099694	28150963	1	STX12	protein_coding
ENSG00000116754	70671365	70718735	1	SRSF11	protein_coding
ENSG00000143774	228327663	228336685	1	GUK1	protein_coding
ENSG00000143570	153931575	153940188	1	SLC39A1	protein_coding
ENSG00000117751	28157289	28178187	1	PPP1R8	protein_coding
ENSG00000169598	3773845	3801993	1	DFFB	protein_coding
ENSG00000118454	70726271	70820417	1	ANKRD13C	protein_coding
ENSG00000197568	70820488	70851022	1	HHLA3	protein_coding
ENSG00000130775	28199055	28213196	1	THEMIS2	protein_coding
ENSG00000198835	228337553	228347527	1	GJC2	protein_coding
ENSG00000203684	228351787	228353213	1	IBA57-AS1	protein_coding
ENSG00000181873	228353516	228369958	1	IBA57	protein_coding
ENSG00000116761	70876901	70905534	1	CTH	protein_coding
ENSG00000050628	71318036	71513491	1	PTGER3	protein_coding
ENSG00000143578	153940010	153946839	1	CREB3L4	protein_coding
ENSG00000132485	71528974	71546980	1	ZRANB2	protein_coding
ENSG00000172260	71861623	72748417	1	NEGR1	protein_coding
ENSG00000198912	3805689	3816857	1	C1orf174	protein_coding
ENSG00000117748	28218035	28241257	1	RPA2	protein_coding
ENSG00000196581	4714792	4852594	1	AJAP1	protein_coding
ENSG00000162620	74491699	74663871	1	LRRIQ3	protein_coding
ENSG00000154358	228395831	228566577	1	OBSCN	protein_coding
ENSG00000130768	28261504	28285668	1	SMPDL3B	protein_coding
ENSG00000131697	5922871	6052533	1	NPHP4	protein_coding
ENSG00000143543	153946745	153950164	1	JTB	protein_coding
ENSG00000254685	74663896	74699770	1	FPGT	protein_coding
ENSG00000259030	74663919	75009666	1	FPGT-TNNI3K	protein_coding
ENSG00000143545	153954127	153958834	1	RAB13	protein_coding
ENSG00000116783	74663947	75010112	1	TNNI3K	protein_coding
ENSG00000154370	228581374	228594541	1	TRIM11	protein_coding
ENSG00000162931	228595641	228604562	1	TRIM17	protein_coding
ENSG00000178965	75033795	75139422	1	C1orf173	protein_coding
